text,label
"""For now, Texas among states with lowest coronavirus death rate""",1
The government is closing businesses to stop the spread of coronavirus even though Òthe numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ÉÓ,0
The number of deaths from COVID-19 are exaggerated.,0
Facebook user Chase Michael Morris predicted coronavirus pandemic.,0
Hospital is caught using a dummy in pandemic footage.,0
Saliva COVID Test Alternative to Deep Nasal Swab,1
Don’t Fall for These 3 Myths About the New Coronavirus,1
New Coronavirus Stable for Hours on Surfaces,1
Why Soaking Up the Sun to Treat COVID-19 Isn’t a Bright Idea,1
These at-home Coronavirus testing kits are real.,0
Metastatic Cancer Linked to Worse Outcomes of COVID-19,1
Sewage could provide early warning of COVID-19 outbreaks,1
"Novel Coronavirus a 'Tremendous Public Health Threat,' CDC Says",1
Italian Oncologist's Cautionary Advice on COVID-19 for US Centers,1
"ÒWe were slow with the testing, but very quick with the travel ban. And thatÕs been much more critical in saving lives.Ó",0
5G Technology believed to have caused the coronavirus.,0
First Childhood Flu Helps Explain Why Virus Hits Some People Harder Than Others,1
Interim Guidance for Outpatient Hemodialysis Facilities,1
U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI,1
AI Might Spot At-Risk COVID-19 Patients,1
President Trump refers to the coronavirus as a hoax in an audio clip.,0
"""Medical Product Alert N°3/2020""",1
Interim Additional Guidance for Outpatient and Ambulatory Care Settings: Responding to Community Transmission of COVID-19 in the United States,1
When and How to Clean Your Phone During the COVID-19 Outbreak,1
FDA Warns Against Malaria Drugs to Treat COVID-19,1
Can the U.S. Safely ‘Reopen’ on May 1? Here’s What the Health Experts Think,1
Goodwill laid off all employees due to COVID-19.,0
WalMart reducing hours of operation.,0
Screening and Triage at Intake,1
Study suggests malaria drug can treat coronavirus.,0
Biden claims that Trump did not try to get medical experts into China.,0
Air pollution may affect the lethality of COVID-19,1
Related Materials,1
‘Super Spreaders’ of the Coronavirus May Be a Threat,1
Trump says that as president he has ÒtotalÓ authority to re-open states amid the COVID-19 pandemic.,0
Resources for Hospitals and Healthcare Professionals Preparing for Patients with Suspected or Confirmed COVID-19,1
U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC,1
New Treatment Kills Off Infection That Can Be Deadly to Cystic Fibrosis Patients,1
Frequently Asked Questions about Coronavirus Disease 2019 (COVID-19),1
Tips for Safe Grocery Shopping,1
Best Ways to Help Kids Through the Pandemic,1
"Yes, COVID-19 Is on the Rise: Here’s Why Social Distancing Is Still Key",1
A Wuhan Doctor on the Front Lines: 'Fear to the First Degree',1
Expert Alert: When you can’t cough ― extra COVID-19 precautions for people with physical disabilities,1
Paper Towels Better Than Air Dryers to Stop Virus Spread,1
Facebook posts shared in at least three countries as scientists work to develop a COVID-19 vaccine claim to offer a legal way to refuse vaccination.,0
Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,0
COVID-19 Symptoms,1
Strategies for Optimizing the Supply of Facemasks,1
ÒEvery election year has a diseaseÓ Ñ SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,0
What To Know If Your Surgery Has Been Put on Hold,1
Data Visualization,1
Federal Inmates Kept in Cells Due to Coronavirus,1
Boiled orange peels with cayenne pepper are a cure for coronavirus.,0
Radiologists Describe Coronavirus Imaging Features,1
Expert tips on coping with stress and anxiety during a pandemic,1
Teachers Cheer Students Amid Coronavirus Lockdown,1
Why COVID-19 is Hitting Men Harder Than Women,1
Guidance for U.S. Healthcare Facilities about Coronavirus (COVID-19),1
Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.,0
Severe COVID-19: Study investigates a possible underlying,1
FDA Eases Blood Plasma Treatment Rule for COVID,1
Hospital Workers Celebrate COVID-19 Survivors,1
"Dr. Anthony Fauci Threatened, Gets Security Boost",1
"COVID-19 Exposes Potential Gaps in PPE Training, Effectiveness",1
What It’s Like to Have a ‘Mild’ Case of COVID-19,1
Pregnant Women With COVID-19 May Not Show Symptoms,1
"Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”",0
What People With Parkinson's Need to Know About COVID-19,1
Checklist for Healthcare Facilities: Strategies for Optimizing the Supply of N95 Respirators during the COVID-19 Response,1
Don’t Rely on Supplements to Treat or Prevent COVID-19,1
A military Humvee labeled ÒCOVID-19 quarantine teamÓ was on Interstate 696 in Michigan.,0
20 million Chinese people converted to Islam after it was proven that the coronavirus does not affect Muslims.,0
The new coronavirus Òcauses sudden death syndrome.Ó,0
Cleveland Whiskey Collaborates with Cleveland Clinic to Supply Hand Sanitizer to the Health System,1
Guidance on patients at risk of drug-induced sudden cardiac death from off-label COVID-19 treatments,1
Potential Coronavirus Drugs Already in Low Supply,1
Coronavirus vs. flu: How to tell the difference,1
Voluntary public disclosure on the financial impact of the COVID-19 pandemic,1
"ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19, paper suggests",1
"""Did Pritzker lack authority to postpone the Illinois primary?""",1
COVID-19 May Delay Some Cancer Treatments,1
Can you use an expired inhaler? Safety and effects,1
Communication Resources for Travelers,1
Bar Owner Removes Cash From Walls to Pay Staff,1
Stigma Related to COVID-19,1
Economic stimulus payments to U.S. citizens will either reduce future tax refunds or will have to be paid back.,0
The April 22 jump in COVID-19 cases in the United States was related to the election.,0
EMA Says Stay on Angiotensin Drugs During COVID-19 Pandemic,1
"An explosion that occurred in Wuhan, China, is tied to the coronavirus outbreak.",0
"UC and COVID-19: Risks, medications, and precautions",1
COVID-19 Shifts Telehealth to the Center of Cardiology,1
Homelessness and COVID-19 FAQs,1
"""Shortage of personal protective equipment endangering health workers worldwide""",1
Stroke Drug Could Help COVID-19 Patients,1
Mayo Clinic to protect staff pay during COVID-19 pandemic response,1
The coronavirus has been ÒreleasedÓ by China [É] it was purposely propagated by the Chinese themselves.,0
Guidance for Institutions of Higher Education with Students Participating in International Travel or Study Abroad Programs,1
"Cleveland Clinic Appoints Timothy Chan, M.D., Ph.D., as Director of Center for Immunotherapy and Precision Immuno-Oncology",1
Parents Hold Newborn Twins After Beating COVID-19,1
Why Germany Has Fewer COVID Deaths Than Neighbors,1
The Best Materials to Make a Homemade Face Mask,1
Physicians Push Back on Treating COVID-19 as HAPE,1
Cloth Face Coverings: Questions and Answers,1
"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and thatÕs what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia.",0
COVID-19: Vaccine trials and antibody testing provide fresh,1
Information for Healthcare Professionals,1
"""WHO in Africa holds first ‘hackathon’ for COVID-19""",1
Information for Healthcare Professionals: COVID-19 and Underlying Conditions,1
"""WHO supports Djibouti with preparedness and response plan as first COVID19 case in the country is reported.""",1
TrumpÕs claim that ObamaÕs handling of the 2009 swine flu pandemic was a disaster.,0
Says Tom Hanks has a volleyball to keep him company while heÕs quarantined.,0
Responder Stories,1
"""Off-label use of medicines for COVID-19""",1
COVID-19 Cases in New York Are Surging,1
The U.S. presidential election is canceled due to coronavirus.,0
University Hospitals and Cleveland Clinic Offer Prioritized COVID-19 Testing to First Responders,1
"COVID-19: Centenarian Survives, High-Risk Blood Types",1
Guía para las instituciones de educación superior,1
Why the African American Community Is Being Hit Hard by COVID-19,1
What California Has Done Right in Battling COVID-19,1
Good News on Remdesivir's Power to Treat COVID-19,1
Mitigate Healthcare Personnel Staffing Shortages,1
What Transit Maintenance Workers Need to Know About COVID-19,1
"""WHO supports fight to contain COVID-19 in Iraq""",1
Care for Breastfeeding Women,1
"COVID-19: No evidence that heart, kidney medications raise risk",1
Audio of Biden calling the coronavirus a hoax.,0
How to Keep Your Teeth Healthy During the COVID-19 Outbreak,1
Responding to Coronavirus (COVID-19) in Nursing Homes,1
Soap and hand sanitizer can be used to kill coronavirus in the body.,0
"""Pass the message: Five steps to kicking out coronavirus""",1
COVID-19: Could a clot-busting drug help save the lives of patients on ventilators?,1
"Novel Coronavirus May Be Transmitted via FMT, FDA Warns",1
WHO Issues Criteria to Lift COVID-19 Lockdowns,1
How Sheltering in Place Could Be Throwing Your Skin Out of Balance,1
Infectious Disease Experts Warn of Outbreak Risks in US Border Detention Centers,1
White House Reemphasizes COVID-19 Testing Capacity,1
"""Some fast-food chains turn away truckers at drive-thru windows. One has offered a solution""",1
Says a Ò5G Law Passed while everyone was distractedÓ with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,0
Get Your Clinic Ready for Coronavirus Disease 2019 (COVID-19),1
25 FEMA Workers Have Contracted COVID-19,1
"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",0
Symptoms & Testing,1
American fast-food chain HardeeÕs is advising truckers to walk up to drive-thrus during coronavirus pandemic.,0
Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,0
Communication Toolkit for Transportation Partners to Inform Road Travelers,1
New Tool Monitors Real Time Mutations in Flu,1
WebMD Doctors: Don't Ingest or Inject Disinfectant,1
"""Still going in to work in Pennsylvania? Chances are, you're a low-wage worker, data show""",1
Sesame Street Eases Kids’ Fears Through Meditation,1
Does Medicare cover flu shots? Cost and coverage,1
Protect Your Family,1
Remdesivir Prevents MERS Coronavirus Disease in Monkeys,1
How Many People in the United States Actually Have COVID-19?,1
Healthcare Provider and Facility Guidance for Non-US Settings,1
Get Your Home Ready,1
The Pause: Honoring the Dead in COVID-19 to Advance Care,1
"ÒThe new fad disease called the ÔcoronavirusÕ is sweeping headlines. Funny enough, there was a patent for the coronavirus was filed in 2015 and granted in 2018.Ó",0
Interim Guidance for Conserving and Extending Filtering Facepiece Respirator Supply in Non-Healthcare Sectors,1
ÒGo to 2020census.gov and fill out this census form so you can get your stimulus check.Ó,0
CDC Issues New Return-to-Work Guidelines,1
COMMENTARY: COVID-19: Press Pause on Assisted Reproduction?,1
What Experts Say You Can Do to Treat Yourself at Home If You Have a Mild Case of COVID-19,1
Recommended Precautions for Preventing Spread of COVID-19 in Election Polling Locations,1
A 2015 research article about a lab-made coronavirus referred to the current outbreak.,0
"SCAI Goes Virtual, EAS Postponed, EuroPCR Holds On Amid COVID-19",1
Sex differences in the new coronavirus,1
"""Cuomo correctly says no quarantine without state approval""",1
Drinking alcohol beverages can help prevent COVID-19.,0
"New York Governor Andrew Cuomo Òrejected buying the recommended 16,000 ventilators in 2015 for a pandemic, and established death panels and lotteries instead. So he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.Ó",0
"CVS, Walgreens Launch Drive-Thru Rapid Testing",1
"""WHO advice - staying safe during season of religious and cultural events, amid the COVID-19 outbreak""",1
Clinicians Petition Government for National Quarantine,1
3 Simple Ways to Stay Active While You’re Stuck at Home,1
ChinaÕs Communist government created the novel coronavirus in a laboratory and released it into the world as a deadly bioweapon.,0
Cleaning and Disinfecting Your Facility,1
Guidance for Building Water Systems,1
A video from a British broadcaster shows Italian coronavirus victims got taken down.,0
CDC Announces Modifications and Extension of No Sail Order for All Cruise Ships,1
Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,0
Eating bananas prevents coronavirus.,0
Containing COVID-19 Is Our Highest Priority,1
Quotes Joe Biden as saying Òpeople who have never died before are now dying from coronavirus.Ó,0
Trump Is Promising To Send Americans Checks Ð Only After Checking PeopleÕs Social Media History.,0
COVID-19 stands for ÒChinese Originated Viral Infectious Disease.Ó,0
Protecting healthcare workers from COVID-19: Infection control works,1
"ÒA patent on this ÔnewÕ coronavirus expired on the 22nd (of January), todayÓ.",0
"COVID-19 Is Creating Fear, Frustration With Soldiers, Sailors",1
Department of Homeland Security official says illegal border crossings may spread coronavirus.,0
Commercial Labs,1
What Rail Transit Operators Need to Know About COVID-19,1
Vaccine candidate against SARS-CoV-2 being tested,1
"Cancer Care and COVID-19 in Seattle, the First US Epicenter",1
Are children actually 'as likely' to get COVID-19 as adults?,1
NIH clinical trial of investigational vaccine for COVID-19 begins,1
"COVID-19: 'Striking' Rates of Anxiety, Depression in HCPs",1
A Òpoll finds 38% of Americans say they will not drink Corona beer because of the virus.Ó,0
Getting a flu shot increases the risk of coronavirus by 36%.,0
How Long Will It Take to Develop a Vaccine for Coronavirus?,1
COVID-19 Antibody Testing Brings Cautious Hope,1
"Chloroquine, Zinc Tested to Block COVID Infection",1
Gastroenterology Groups Map a Return to Elective Endoscopy,1
More Than 60 Doctors in Italy Have Died in COVID-19 Pandemic,1
Says certain states are banning the sale of alcohol.,0
A photo of a couple locked in an intimate embrace with their face masks lowered has been shared in Facebook posts that claim they were nurses who were treating COVID-19 patients in an Italian hospital.,0
New COVID-19 Tracking App May Find 'Hotspots',1
"ÒNow, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.Ó",0
"Experts Issue Guide on Lung Cancer Screening, Management During COVID-19",1
Shanghai government officially recommends Vitamin C for COVID-19.,0
COVID-19 Guidance for Shared or Congregate Housing,1
Remdesivir & COVID Studies Find Different Results,1
"Anxiety, Depression Prescriptions Spiked in March",1
Portable AI device turns coughing sounds into health data for flu and pandemic forecasting,1
COMMENTARY: Nephrologist #COVIDWarrior: 'We Are Winning Some of These Battles',1
"Santa Clara County, California Community Mitigation",1
Interim Considerations for Infection Prevention and Control of Coronavirus Disease 2019 (COVID-19) in Inpatient Obstetric Healthcare Settings,1
U.S. Clinical Laboratories Reporting SARS-CoV-2 Test Results to CDC,1
Should parents limit screen time for young children?,1
COVID-19 Will Mutate — What That Means for a Vaccine,1
Clean & Disinfect,1
Dental Settings,1
What MNT's experts want you to know about COVID-19,1
Commentary: Eyewitness: Shanghai Life in the Shadow of COVID-19,1
Disinfectant-Linked Poisoning Rises Amid COVID-19,1
"App, AI Work Together to Provide Rapid at-Home Assessment of Coronavirus Risk",1
"ÒThe blood test for coronavirus costs $3,200.Ó",0
Pneumonia Recovery Reprograms Immune Cells of the Lung,1
Mild Cases May Be Driving Coronavirus Spread,1
Flu Season Update: Where the Virus Is Hitting and What Shots Are in Short Supply,1
COMMENTARY: Advice for Lessening Your Pandemic Anxiety,1
"""Support Nurses and Midwives through COVID-19 and beyond""",1
"""First UN solidarity flight departs Addis Ababa carrying vital COVID-19 medical supplies to all African nations""",1
11 Cleveland Clinic Hospitals Earn “A” Grades in Safety,1
"A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isnÕt ÒnewÓ and is evidence of Òhow much the media controls people.Ó",0
Coronavirus Outbreak: Live Updates,1
Major Drugmakers Join Forces on COVID-19 Vaccine,1
"ÒPer order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.Ó",0
Lysol products can kill the novel coronavirus.,0
"Average American has less than two-tenths of one percent chance of getting coronavirus, and thus public health officials overreacted to the pandemic.",0
"""New COVID-19 hotline in Romania provides up-to-date public advice""",1
"If the coronavirus gets in your mouth, Òdrinking water or other liquids will wash them down through your esophagus and into the stomach. Once there, your stomach acid will kill all of the virus.Ó",0
COVID-19 Travel Recommendations by Country,1
COVID-19 Practical Tips: U.S. Docs Share Clinical Strategies,1
Stay on Angiotensin Drugs' Still the Message as Trials Begin,1
"Resist Using Pot, Alcohol to Ease Fears During COVID-19 Outbreak",1
CDC recommends men shave their beards to be protected against the new coronavirus.,0
Initial lack of evidence for human-to-human COVID-19 transmission unusual.,0
A post shows a rail freight tanker with ÒCOVID-19Ó stamped on one side.,0
Mild COVID-19 Often Only Shows Gastro Symptoms,1
"COVID-19 Likely Worse for Vapers, Smokers",1
Says American NIAID director Dr. Anthony Fauci Òstands to lose 100 million dollars on Bill Gates ÔvaccineÕ for the coronavirus. Because he invested in this vaccine.Ó,0
Young People Far From Immune to Coronavirus' Bite,1
"ÒThe State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6.Ó",0
Social Distancing May Need to Last Months: Study,1
Florida Students Bring COVID Back from Spring Break,1
Researchers identify potential coronavirus vaccine and therapy targets,1
Resources for Institutes of Higher Education,1
COVID-19: What people with HIV should know,1
"42 Democratic senators, plus two Independents, voted against sending direct payments to Americans as part of the coronavirus economic stimulus package.",0
"Global Appeal to MI, Stroke Patients to Seek Care Amid Pandemic",1
The National Library of Medicine expands access to coronavirus literature through PubMed Central,1
Commentary: What If There Is a Virtual ACC and Nobody Cares?,1
"Loss of smell may suggest milder COVID-19, study finds",1
NIH to launch public-private partnership to speed COVID-19 vaccine and treatment options,1
Novel Coronavirus: Study Suggests Multiple Shedding Routes,1
"The coronavirus test costs $3,200.",0
Considerations for Optimizing the Supply of Powered Air-Purifying Respirators (PAPRs),1
What Life Is Like on the Front Lines of the COVID-19 Outbreak,1
A Step-by-Step Guide to Preventing PPE-Related Skin Damage,1
COMMENTARY: 'Cybertricians' Help COVID Patients Stay Home,1
Testing for Coronavirus (COVID-19) in Nursing Homes,1
COVID-19 expert calls for a 'tremendous effort from everyone' to fight pandemic,1
"""Kyrgyzstan scaling up its preparedness, readiness and response capacities: COVID-19""",1
How to Prep for the Coronavirus at Home,1
Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak,1
"""Initial Investigation of Transmission of COVID-19 Among Crew Members During Quarantine of a Cruise Ship — Yokohama, Japan, February 2020""",1
NYU Med School Offers Early Graduation for Help With COVID-19,1
COMMENTARY: Social Distancing via TikTok: Education During COVID-19,1
Says the U.S. is developing an ÒantivirusÓ that includes a chip to track your movement.,0
Ten Clinical Tips on COVID-19 for Healthcare Providers Involved in Patient Care,1
4 Debunked Myths About Living with Asthma During Cold and Flu Season,1
Rapid Infectious Disease Shifts in Chinese Children and Adolescents Prior to COVID-19,1
"A meme shows an image of fully stocked shelves of toilet paper, purportedly during the 2009 H1N1 outbreak, above barren shelves during the ongoing COVID-19 pandemic.",0
Strategies for Optimizing the Supply of N95 Respirators: Conventional Capacity Strategies,1
Strategies for Optimizing the Supply of Disposable Medical Gloves,1
Where Did the COVID-19 Virus Come From?,1
Coronavirus is fake or a made-up ploy by 5G.,0
Says Democrats are on vacation until May 4 and Òrefuse to come backÓ to sign a bill to help small businesses.,0
Florida Community Mitigation,1
COMMENTARY: Why I Founded United Physicians and Why You Should Join,1
Girl Goes on Chalk Adventures During Quarantine,1
"COVID-19 Registry Tracks Pregnant Women, Newborns",1
It’s Critical Parents Make Kids Follow Social Distancing Guidelines,1
COVID-19 Patient in Primary Care -- How to Treat?,1
How to Clean Common Surfaces During the COVID-19 Outbreak,1
Personal Protective Equipment (PPE) Burn Rate Calculator,1
?rump said ?undreds?of governors are calling him? we only have 50.?,0
"""Information sharing on COVID-19""",1
Mexico Confirms Its First Cases of Coronavirus,1
Resources to support people experiencing homelessness,1
"COVID-19 Daily: Topol Laments Betrayal, HCP Couples Prepare",1
WWII Vet Shows Off Dance Moves During Quarantine,1
Not Enough Tests: Doctors Starting to Limit Who Gets Tested for COVID-19,1
Coronavirus research: Woman with no symptoms infects five people,1
People with Diabetes May Have Higher Risk for COVID-19: Here’s What to Do,1
ACC Cancels Scientific Sessions Over Novel Coronavirus,1
COVID-19 Buttons and Badges,1
The coronavirus is Òsimply the common cold.Ó,0
A ÒChinese spy teamÓ working in a Canadian government lab sent Òpathogens to the Wuhan facilityÓ prior to the coronavirus outbreak.,0
"Missing Link in Coronavirus Jump from Bats to Humans Could Be Pangolins, Not Snakes",1
CMS to Front Medicare Payments to Physicians for 3 Months,1
A poem about people staying home was written by Kathleen OÕMara in 1869.,0
Remdesivir for COVID Study: Benefits Not Clear,1
COVID-19 and rheumatoid arthritis: Risks and precautions,1
Food Banks Facing Shortages Due to Coronavirus,1
A spray could protect against the coronavirus outbreak.,0
Here’s Exactly Where We Are with Vaccines and Treatments for COVID-19,1
Vitamin C stops or slows novel coronavirus.,0
For Child Care Programs That Remain Open,1
U.S. Now Leads World in Coronavirus Cases,1
COVID-19 and Cooling Centers,1
Researchers Develop COVID-19 Antibody Test,1
COVID-19: First Data Confirm Neurologic Symptoms Common,1
Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,0
AMA Asks HHS for 'Immediate' Aid to Ease Clinicians' 'Financial Peril' (if too long take out 'Immediate'),1
COMMENTARY: A Neurologist Over 60 Looks at COVID-19,1
"ÒSo Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.Ó",0
Obesity Ups Severe COVID-19 Risk in Young Patients,1
'Super Spreader' Events Increase COVID-19 Cases,1
A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,0
People Who Vape May Face Higher Health Risks with COVID-19,1
COVID-19 May Cause Severe Heart Condition in Kids,1
Is the flu contagious?,1
"ESC Guidance on CVD Diagnosis, Management Amid COVID-19",1
The novel coronavirus is not a new virus.,0
"How to Clean and Kill COVID-19, But Avoid Harsh Chemicals",1
Post says Òpeople of color may be immune to the coronavirus because of melanin.Ó,0
ÒThereÕs magically already a vaccine available.Ó,0
"COVID-19 Daily: Physician Gag Orders, 'Coronavirus Party'",1
"""In coronavirus relief effort, Congress fell short on paid sick leave""",1
Being Mindful of Your Mental Health During the COVID-19 Outbreak,1
Sudden Loss of Taste and Smell Should Be Part of COVID-19 Screen,1
Trump to Order Meat Processing Plants Remain Open,1
ÒPutin has stated,0
"COVID-19: Mitigating Loneliness, Anxiety in Seniors",1
Symptoms,1
5 Tips to Help You Talk to Your Older Parents About Social Distancing,1
Says businesses will give you free baby formula during the coronavirus outbreak.,0
Information for Healthcare Providers: COVID-19 and Pregnant Women,1
Can an old method help doctors fight COVID-19?,1
COVID-19 Deaths in Italy a Lesson for the US,1
"""WHO deploys rapid response teams to Italy""",1
Pet Adoptions Spike as Furry Lockdown Pals Wanted,1
Coping With Cancer During the COVID-19 Pandemic,1
"Up to 50,000 Kids May Be Hospitalized With COVID",1
How 4 U.S. Cities Helped Slow Coronavirus Spread,1
Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,0
Commentary: Pandemic Foreshadows Crisis in Mental Health Services,1
The United States is Òactually screening fewer people (for the coronavirus than other countries) because we donÕt have appropriate testing.Ó,0
Harsh Spring Allergy Season Spurs Hay Fever Fears,1
First Responders and Law Enforcement,1
Coronavirus Outbreak in China Traced to Snakes,1
Italy has mandated no treatment of all elderly patients for coronavirus.,0
COVID-19 live updates: Total number of cases passes 3.2 million,1
A picture of a reporter in protective medical gear is an example of how the American media ÒhypesÓ the COVID-19 pandemic.,0
"Posts shared more than 20,000 times on Facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds, claiming that the boyÕs parents are infected with the novel coronavirus",0
"Remdesivir Now 'Standard of Care' for COVID-19, Fauci Says",1
What to Know About COVID-19 Testing Right Now,1
Who is really on the front line of the COVID-19 pandemic?,1
Trump Details Machine to Decontaminate N95 Masks,1
Photo on biography of a boy who died from coronavirus.,0
Commercial Labs,1
"COVID-19: Symptoms, incubation, prevention, and more",1
Preparing for COVID-19: Priorities for the US,1
U.S. Hospital Beds Were Maxed Out Before Pandemic,1
Tiny airborne particles may carry the new coronavirus,1
COVID-19: Are Acute Stroke Patients Avoiding Emergency Care?,1
Parasite Drug Shows Early Promise Against COVID-19,1
Fauci on Easter Re-Opening: 'Be Very Flexible',1
Claim that Òthere is noÓ COVID-19 virus.,0
Top German virologist JŸrgen Rissland recommended drinking whiskey to combat COVID-19.,0
The CDC recommends men shave their beards to protect against coronavirus.,0
Two Emergency Physicians Remain in Critical Condition From COVID-19,1
"Chlorine dioxide kits sold online under various ÒMMSÓ names Ñ Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution Ñ will cure the coronavirus.",0
Preventing the Spread of COVID-19 in Retirement Communities and Independent Living Facilities (Interim Guidance),1
Cristiano Ronaldo bought private island to escape coronavirus.,0
"Consensus Statement on Chest Imaging in Patients with COVID-19 (Fleischner Society, 2020)",1
ÒEveryone is only dying of coronavirus now.Ó,0
There Are 4 FDA-Approved Drugs to Treat Flu Symptoms — Here’s What to Know,1
Knowing More About a Virus Threat May Not Satisfy You,1
What type of cells does the novel coronavirus attack?,1
Trump: Toughest COVID-19 Weeks To Come,1
"COVID-19: China’s early travel ban may have averted 700,000 cases",1
CDC to Conduct Antibody Testing in Atlanta Area,1
Of the Trump administrationÕs European travel restrictions that exempt the U.K.,0
"""Social Distancing, Quarantine, and Isolation""",1
Cardiac Arrests On the Rise During COVID-19 Crisis,1
Hydroxychloroquine: Possible COVID Drug Can Be Toxic to Retinas,1
"""Statement of the Twenty-Fourth IHR Emergency Committee""",1
Strategies for Optimizing the Supply of Isolation Gowns,1
"Video of a waitress saying, ÒI lost my job. But IÕll sleep better knowingÓ that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries",0
"""New WHO recommendations to prevent tuberculosis aim to save millions of lives""",1
In New York Òevery contaminated corpse belongs to the stateÓ and will be incinerated without any Òwakes or memorial services to pay your last respects.Ó,0
ÒMSNBC actually said on air ÔI hope enough people die from coronavirus that it harms TrumpÕs re-election.ÕÓ,0
"""Cuomo accurately says that other countries that reopened saw an increase in coronavirus infections""",1
Information for Laboratories,1
Gargling water with salt or vinegar ÒeliminatesÓ the coronavirus.,0
ÒU.S. deaths since 1/22/20,0
"""In Italy, people must stay home except for work or emergencies""",1
COVID-19 and asthma: Risks and precautions,1
"""WHO and UNICEF to partner on pandemic response through COVID-19 Solidarity Response Fund""",1
A series of statements by Joe Biden claiming he called for action before he did,0
"Six ways home-based cardiac rehab keeps patients safe, healthy during COVID-19",1
Walking pneumonia vs pneumonia: What is the difference?,1
COVID-19: Is Primary Care Ready to Switch to Telemedicine?,1
Officials Push Masks For COVID Despite Mixed Data,1
Antiviral Drug Combo Ineffective Vs. Coronavirus,1
People are handing out masks Òdoused with chemicals which knocks you out coldÓ so they can rob you.,0
Nancy Pelosi tried to secure taxpayer funds for abortion through a coronavirus bill.,0
CDC Coronavirus Testing Decision To Haunt Nation,1
COVID-19 Continues to Strike Men Harder Than Women,1
Previous COVID-19 Forecasts,1
"""WHO/PAHO Prepares Barbados for COVID-19 Testing""",1
Did Kennedy Center give DNC $5 million after getting relief from coronavirus stimulus?,0
ÒCOVID-19 started because we eat animals.Ó,0
COVID-19 vs. previous pandemics,1
K-12 Schools and Childcare Programs,1
Hand-Washing to Prevent Coronavirus Spread,1
When Will We Know If the Coronavirus Is a Global Pandemic?,1
ÒSunlight actually can kill the [novel coronavirus].Ó,0
ÒMore people have died from knowing Hillary (Clinton)Ó than from coronavirus.,0
Steps Healthcare Facilities Can Take,1
Cleveland Clinic and SAS share COVID-19 predictive models to help hospitals plan for current and future needs,1
Potential COVID-19 Plateau Seen in NY and NJ,1
Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,0
Laboratory Work,1
What to do if you start to feel COVID-19 symptoms,1
"Coronavirus Daily Digest: March 24, 2020",1
President Donald Trump is Òannouncing tomorrow that the U.S. is going into quarantine for the next 14 days.Ó,0
Could We Be Stuck With Physical Distancing Until 2022?,1
Is blood type linked to coronavirus infection risk?,1
"Crohn's and COVID-19: Risks, prevention, and treatment",1
"""Bacille Calmette-Guérin (BCG) vaccination and COVID-19""",1
Says Nancy PelosiÕs Òdaughter is on the board of the Kennedy Center so thatÕs why it was so important to send them all that money.Ó,0
Post says ÒPresident Trump has come into contact with a potential coronavirus sufferer!Ó,0
Israeli recipe for lemon and bicarbonate drink is a coronavirus cure.,0
First U.S. Case of China Coronavirus Diagnosed,1
Interim Guidance for Businesses and Employers,1
A post shared thousands of times on Facebook lists companies whose chief executive officers have allegedly stepped down during the novel coronavirus crisis.,0
CMS Suspends Advance Payment Program to Clinicians for COVID-19,1
Helicopters Are Spraying Disinfectants To Try To Eradicate Coronavirus.,0
